sku,slug,name,group_name,size,size_label,pack_qty,unit,price,currency,manba_narx,manba_valyuta,brand,category_uz,subcategory_ru,supplier,price_date,in_stock,featured
NG-0091,zaglushka-63-absan-sanat,Заглушка 63 Absan Sanat,Заглушка,63,Размер,100,dona,13310,UZS,13310,UZS,Absan Sanat,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0092,zaglushka-75-absan-sanat,Заглушка 75 Absan Sanat,Заглушка,75,Размер,70,dona,15730,UZS,15730,UZS,Absan Sanat,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0093,zaglushka-90-absan-sanat,Заглушка 90 Absan Sanat,Заглушка,90,Размер,40,dona,18150,UZS,18150,UZS,Absan Sanat,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0094,zaglushka-110-absan-sanat,Заглушка 110 Absan Sanat,Заглушка,110,Размер,36,dona,23595,UZS,23595,UZS,Absan Sanat,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0095,zaglushka-160-absan-sanat,Заглушка 160 Absan Sanat,Заглушка,160,Размер,20,dona,30250,UZS,30250,UZS,Absan Sanat,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0096,zaglushka-200-absan-sanat,Заглушка 200 Absan Sanat,Заглушка,200,Размер,16,dona,48400,UZS,48400,UZS,Absan Sanat,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0097,vtulka-pod-flanets-adapter-20,Втулка под фланец (Адаптер) 20,Втулка под фланец (Адаптер),20,Размер,3000,dona,3025,UZS,3025,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0098,vtulka-pod-flanets-adapter-25,Втулка под фланец (Адаптер) 25,Втулка под фланец (Адаптер),25,Размер,1500,dona,3630,UZS,3630,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0099,vtulka-pod-flanets-adapter-32,Втулка под фланец (Адаптер) 32,Втулка под фланец (Адаптер),32,Размер,1000,dona,4840,UZS,4840,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0100,vtulka-pod-flanets-adapter-40,Втулка под фланец (Адаптер) 40,Втулка под фланец (Адаптер),40,Размер,500,dona,14520,UZS,14520,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0101,vtulka-pod-flanets-adapter-50,Втулка под фланец (Адаптер) 50,Втулка под фланец (Адаптер),50,Размер,200,dona,15730,UZS,15730,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0102,vtulka-pod-flanets-adapter-63,Втулка под фланец (Адаптер) 63,Втулка под фланец (Адаптер),63,Размер,120,dona,18150,UZS,18150,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0103,vtulka-pod-flanets-adapter-75,Втулка под фланец (Адаптер) 75,Втулка под фланец (Адаптер),75,Размер,90,dona,21780,UZS,21780,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0104,vtulka-pod-flanets-adapter-90,Втулка под фланец (Адаптер) 90,Втулка под фланец (Адаптер),90,Размер,70,dona,24200,UZS,24200,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0105,vtulka-pod-flanets-adapter-110,Втулка под фланец (Адаптер) 110,Втулка под фланец (Адаптер),110,Размер,40,dona,27830,UZS,27830,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0106,vtulka-pod-flanets-adapter-125,Втулка под фланец (Адаптер) 125,Втулка под фланец (Адаптер),125,Размер,36,dona,42350,UZS,42350,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0107,vtulka-pod-flanets-adapter-140,Втулка под фланец (Адаптер) 140,Втулка под фланец (Адаптер),140,Размер,21,dona,48400,UZS,48400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0108,vtulka-pod-flanets-adapter-160,Втулка под фланец (Адаптер) 160,Втулка под фланец (Адаптер),160,Размер,12,dona,54450,UZS,54450,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0109,vtulka-pod-flanets-adapter-180,Втулка под фланец (Адаптер) 180,Втулка под фланец (Адаптер),180,Размер,12,dona,96800,UZS,96800,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0110,vtulka-pod-flanets-adapter-200,Втулка под фланец (Адаптер) 200,Втулка под фланец (Адаптер),200,Размер,10,dona,108900,UZS,108900,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0111,vtulka-pod-flanets-adapter-250,Втулка под фланец (Адаптер) 250,Втулка под фланец (Адаптер),250,Размер,10,dona,181500,UZS,181500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0112,vtulka-pod-flanets-adapter-280,Втулка под фланец (Адаптер) 280,Втулка под фланец (Адаптер),280,Размер,20,dona,290400,UZS,290400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0113,vtulka-pod-flanets-adapter-315,Втулка под фланец (Адаптер) 315,Втулка под фланец (Адаптер),315,Размер,10,dona,290400,UZS,290400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0114,troynik-50x50x50,Тройник 50x50x50,Тройник,50x50x50,Размер,160,dona,14520,UZS,14520,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0115,troynik-63x63x63,Тройник 63x63x63,Тройник,63x63x63,Размер,60,dona,19360,UZS,19360,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0116,troynik-75x75x75,Тройник 75x75x75,Тройник,75x75x75,Размер,30,dona,30250,UZS,30250,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0117,troynik-90x90x90,Тройник 90x90x90,Тройник,90x90x90,Размер,20,dona,42350,UZS,42350,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0118,troynik-110x110x110,Тройник 110x110x110,Тройник,110x110x110,Размер,14,dona,60500,UZS,60500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0119,troynik-125x125x125,Тройник 125x125x125,Тройник,125x125x125,Размер,12,dona,96800,UZS,96800,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0120,troynik-140x140x140,Тройник 140x140x140,Тройник,140x140x140,Размер,12,dona,139150,UZS,139150,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0121,troynik-160x160x160,Тройник 160x160x160,Тройник,160x160x160,Размер,5,dona,151250,UZS,151250,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0122,troynik-180x180x180,Тройник 180x180x180,Тройник,180x180x180,Размер,5,dona,266200,UZS,266200,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0123,troynik-200x200x200,Тройник 200x200x200,Тройник,200x200x200,Размер,5,dona,302500,UZS,302500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0124,troynik-250x250x250,Тройник 250x250x250,Тройник,250x250x250,Размер,10,dona,544500,UZS,544500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0125,troynik-315x315x315,Тройник 315x315x315,Тройник,315x315x315,Размер,6,dona,1028500,UZS,1028500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0126,troynik-400x400x400,Тройник 400x400x400,Тройник,400x400x400,Размер,4,dona,2662000,UZS,2662000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0127,troynik-500x500x500,Тройник 500x500x500,Тройник,500x500x500,Размер,2,dona,5142500,UZS,5142500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0128,otvod-50x50,Отвод 50x50,Отвод,50x50,Размер,200,dona,8470,UZS,8470,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0129,otvod-63x63,Отвод 63x63,Отвод,63x63,Размер,80,dona,13310,UZS,13310,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0130,otvod-75x75,Отвод 75x75,Отвод,75x75,Размер,50,dona,18755,UZS,18755,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0131,otvod-90x90,Отвод 90x90,Отвод,90x90,Размер,36,dona,27830,UZS,27830,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0132,otvod-110x110,Отвод 110x110,Отвод,110x110,Размер,20,dona,43560,UZS,43560,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0133,otvod-125x125,Отвод 125x125,Отвод,125x125,Размер,20,dona,96800,UZS,96800,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0134,otvod-140x140,Отвод 140x140,Отвод,140x140,Размер,14,dona,121000,UZS,121000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0135,otvod-160x160,Отвод 160x160,Отвод,160x160,Размер,10,dona,127050,UZS,127050,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0136,otvod-180x180,Отвод 180x180,Отвод,180x180,Размер,8,dona,223850,UZS,223850,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0137,otvod-200x200,Отвод 200x200,Отвод,200x200,Размер,6,dona,229900,UZS,229900,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0138,otvod-250x250,Отвод 250x250,Отвод,250x250,Размер,3,dona,363000,UZS,363000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0139,otvod-280x280,Отвод 280x280,Отвод,280x280,Размер,10,dona,713900,UZS,713900,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0140,otvod-315x315,Отвод 315x315,Отвод,315x315,Размер,6,dona,786500,UZS,786500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0141,otvod-400x400,Отвод 400x400,Отвод,400x400,Размер,4,dona,1815000,UZS,1815000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0142,pol-otvod-50x50,Пол отвод 50x50,Пол отвод,50x50,Размер,200,dona,13310,UZS,13310,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0143,pol-otvod-63x63,Пол отвод 63x63,Пол отвод,63x63,Размер,160,dona,16335,UZS,16335,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0144,pol-otvod-75x75,Пол отвод 75x75,Пол отвод,75x75,Размер,80,dona,26620,UZS,26620,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0145,pol-otvod-90x90,Пол отвод 90x90,Пол отвод,90x90,Размер,50,dona,27830,UZS,27830,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0146,pol-otvod-110x110,Пол отвод 110x110,Пол отвод,110x110,Размер,30,dona,38720,UZS,38720,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0147,pol-otvod-125x125,Пол отвод 125x125,Пол отвод,125x125,Размер,24,dona,84700,UZS,84700,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0148,pol-otvod-140x140,Пол отвод 140x140,Пол отвод,140x140,Размер,18,dona,133100,UZS,133100,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0149,pol-otvod-160x160,Пол отвод 160x160,Пол отвод,160x160,Размер,12,dona,145200,UZS,145200,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0150,pol-otvod-180x180,Пол отвод 180x180,Пол отвод,180x180,Размер,10,dona,169400,UZS,169400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0151,pol-otvod-200x200,Пол отвод 200x200,Пол отвод,200x200,Размер,8,dona,193600,UZS,193600,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0152,pol-otvod-250x250,Пол отвод 250x250,Пол отвод,250x250,Размер,6,dona,278300,UZS,278300,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0153,pol-otvod-315x315,Пол отвод 315x315,Пол отвод,315x315,Размер,3,dona,544500,UZS,544500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0154,pol-otvod-400x400,Пол отвод 400x400,Пол отвод,400x400,Размер,2,dona,1331000,UZS,1331000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0155,pol-otvod-500x500,Пол отвод 500x500,Пол отвод,500x500,Размер,4,dona,2420000,UZS,2420000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0156,mufta-20x20,Муфта 20x20,Муфта,20x20,Размер,2500,dona,2420,UZS,2420,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0157,mufta-25x25,Муфта 25x25,Муфта,25x25,Размер,1500,dona,3630,UZS,3630,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0158,mufta-32x32,Муфта 32x32,Муфта,32x32,Размер,800,dona,4235,UZS,4235,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0159,mufta-40x40,Муфта 40x40,Муфта,40x40,Размер,500,dona,7260,UZS,7260,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0160,mufta-50x50,Муфта 50x50,Муфта,50x50,Размер,420,dona,10890,UZS,10890,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0161,mufta-63x63,Муфта 63x63,Муфта,63x63,Размер,240,dona,14520,UZS,14520,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0162,mufta-75x75,Муфта 75x75,Муфта,75x75,Размер,150,dona,19360,UZS,19360,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0163,mufta-90x90,Муфта 90x90,Муфта,90x90,Размер,90,dona,30250,UZS,30250,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0164,mufta-110x110,Муфта 110x110,Муфта,110x110,Размер,70,dona,48400,UZS,48400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0165,zaglushka-50x50,Заглушка 50x50,Заглушка,50x50,Размер,600,dona,10890,UZS,10890,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0166,zaglushka-63x63,Заглушка 63x63,Заглушка,63x63,Размер,300,dona,12100,UZS,12100,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0167,zaglushka-75x75,Заглушка 75x75,Заглушка,75x75,Размер,18,dona,13310,UZS,13310,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0168,zaglushka-90x90,Заглушка 90x90,Заглушка,90x90,Размер,90,dona,16940,UZS,16940,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0169,zaglushka-110x110,Заглушка 110x110,Заглушка,110x110,Размер,50,dona,24200,UZS,24200,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0170,zaglushka-125x125,Заглушка 125x125,Заглушка,125x125,Размер,30,dona,36300,UZS,36300,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0171,zaglushka-140x140,Заглушка 140x140,Заглушка,140x140,Размер,0,dona,36300,UZS,36300,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0172,zaglushka-160x160,Заглушка 160x160,Заглушка,160x160,Размер,24,dona,48400,UZS,48400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0173,zaglushka-180x180,Заглушка 180x180,Заглушка,180x180,Размер,20,dona,72600,UZS,72600,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0174,zaglushka-200x200,Заглушка 200x200,Заглушка,200x200,Размер,14,dona,84700,UZS,84700,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0175,zaglushka-250x250,Заглушка 250x250,Заглушка,250x250,Размер,12,dona,193600,UZS,193600,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0176,zaglushka-315x315,Заглушка 315x315,Заглушка,315x315,Размер,5,dona,338800,UZS,338800,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0177,perehodnik-50x20,Переходник 50x20,Переходник,50x20,Размер,400,dona,7865,UZS,7865,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0178,perehodnik-50x25,Переходник 50x25,Переходник,50x25,Размер,400,dona,8228,UZS,8228,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0179,perehodnik-50x32,Переходник 50x32,Переходник,50x32,Размер,340,dona,9075,UZS,9075,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0180,perehodnik-50x40,Переходник 50x40,Переходник,50x40,Размер,300,dona,12100,UZS,12100,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0181,perehodnik-75x50,Переходник 75x50,Переходник,75x50,Размер,120,dona,12100,UZS,12100,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0182,perehodnik-75x63,Переходник 75x63,Переходник,75x63,Размер,110,dona,12100,UZS,12100,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0183,perehodnik-90x40,Переходник 90x40,Переходник,90x40,Размер,60,dona,19360,UZS,19360,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0184,perehodnik-90x50,Переходник 90x50,Переходник,90x50,Размер,60,dona,19360,UZS,19360,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0185,perehodnik-90x63,Переходник 90x63,Переходник,90x63,Размер,60,dona,20570,UZS,20570,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0186,perehodnik-90x75,Переходник 90x75,Переходник,90x75,Размер,60,dona,20570,UZS,20570,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0187,perehodnik-110x40,Переходник 110x40,Переходник,110x40,Размер,50,dona,21780,UZS,21780,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0188,perehodnik-110x50,Переходник 110x50,Переходник,110x50,Размер,50,dona,21780,UZS,21780,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0189,perehodnik-110x63,Переходник 110x63,Переходник,110x63,Размер,50,dona,26620,UZS,26620,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0190,perehodnik-110x75,Переходник 110x75,Переходник,110x75,Размер,50,dona,27830,UZS,27830,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0191,perehodnik-110x90,Переходник 110x90,Переходник,110x90,Размер,50,dona,30250,UZS,30250,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0192,perehodnik-125x110,Переходник 125x110,Переходник,125x110,Размер,36,dona,42350,UZS,42350,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0193,perehodnik-140x110,Переходник 140x110,Переходник,140x110,Размер,45,dona,60500,UZS,60500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0194,perehodnik-140x125,Переходник 140x125,Переходник,140x125,Размер,40,dona,72600,UZS,72600,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0195,perehodnik-160x90,Переходник 160x90,Переходник,160x90,Размер,24,dona,60500,UZS,60500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0196,perehodnik-160x110,Переходник 160x110,Переходник,160x110,Размер,24,dona,60500,UZS,60500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0197,perehodnik-160x125,Переходник 160x125,Переходник,160x125,Размер,24,dona,72600,UZS,72600,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0198,perehodnik-160x140,Переходник 160x140,Переходник,160x140,Размер,15,dona,72600,UZS,72600,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0199,perehodnik-180x110,Переходник 180x110,Переходник,180x110,Размер,20,dona,96800,UZS,96800,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0200,perehodnik-180x125,Переходник 180x125,Переходник,180x125,Размер,20,dona,96800,UZS,96800,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0201,perehodnik-180x140,Переходник 180x140,Переходник,180x140,Размер,20,dona,96800,UZS,96800,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0202,perehodnik-180x160,Переходник 180x160,Переходник,180x160,Размер,12,dona,96800,UZS,96800,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0203,perehodnik-200x90,Переходник 200x90,Переходник,200x90,Размер,14,dona,96800,UZS,96800,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
