sku,slug,name,group_name,size,size_label,pack_qty,unit,price,currency,manba_narx,manba_valyuta,brand,category_uz,subcategory_ru,supplier,price_date,in_stock,featured
NG-0204,perehodnik-200x110,Переходник 200x110,Переходник,200x110,Размер,14,dona,96800,UZS,96800,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0205,perehodnik-200x125,Переходник 200x125,Переходник,200x125,Размер,14,dona,108900,UZS,108900,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0206,perehodnik-200x140,Переходник 200x140,Переходник,200x140,Размер,14,dona,108900,UZS,108900,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0207,perehodnik-200x160,Переходник 200x160,Переходник,200x160,Размер,14,dona,121000,UZS,121000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0208,perehodnik-200x180,Переходник 200x180,Переходник,200x180,Размер,8,dona,133100,UZS,133100,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0209,perehodnik-250x110,Переходник 250x110,Переходник,250x110,Размер,12,dona,169400,UZS,169400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0210,perehodnik-250x160,Переходник 250x160,Переходник,250x160,Размер,12,dona,181500,UZS,181500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0211,perehodnik-250x200,Переходник 250x200,Переходник,250x200,Размер,12,dona,193600,UZS,193600,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0212,perehodnik-315x110,Переходник 315x110,Переходник,315x110,Размер,5,dona,278300,UZS,278300,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0213,perehodnik-315x200,Переходник 315x200,Переходник,315x200,Размер,5,dona,290400,UZS,290400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0214,perehodnik-315x250,Переходник 315x250,Переходник,315x250,Размер,5,dona,302500,UZS,302500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0215,perehodnik-400x200,Переходник 400x200,Переходник,400x200,Размер,5,dona,1150000,UZS,1150000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0216,perehodnik-400x250,Переходник 400x250,Переходник,400x250,Размер,5,dona,1150000,UZS,1150000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0217,perehodnik-400x315,Переходник 400x315,Переходник,400x315,Размер,5,dona,1150000,UZS,1150000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0218,perehodnik-500x400,Переходник 500x400,Переходник,500x400,Размер,5,dona,1573000,UZS,1573000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0219,troynik-perehodnik-63x50x63,Тройник переходник 63x50x63,Тройник переходник,63x50x63,Размер,50,dona,30250,UZS,30250,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0220,troynik-perehodnik-75x32x75,Тройник переходник 75x32x75,Тройник переходник,75x32x75,Размер,50,dona,30250,UZS,30250,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0221,troynik-perehodnik-75x40x75,Тройник переходник 75x40x75,Тройник переходник,75x40x75,Размер,50,dona,30250,UZS,30250,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0222,troynik-perehodnik-75x50x75,Тройник переходник 75x50x75,Тройник переходник,75x50x75,Размер,40,dona,30250,UZS,30250,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0223,troynik-perehodnik-75x63x75,Тройник переходник 75x63x75,Тройник переходник,75x63x75,Размер,40,dona,30250,UZS,30250,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0224,troynik-perehodnik-90x40x90,Тройник переходник 90x40x90,Тройник переходник,90x40x90,Размер,30,dona,42350,UZS,42350,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0225,troynik-perehodnik-90x50x90,Тройник переходник 90x50x90,Тройник переходник,90x50x90,Размер,30,dona,42350,UZS,42350,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0226,troynik-perehodnik-90x63x90,Тройник переходник 90x63x90,Тройник переходник,90x63x90,Размер,30,dona,42350,UZS,42350,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0227,troynik-perehodnik-90x75x90,Тройник переходник 90x75x90,Тройник переходник,90x75x90,Размер,28,dona,42350,UZS,42350,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0228,troynik-perehodnik-110x32x110,Тройник переходник 110x32x110,Тройник переходник,110x32x110,Размер,25,dona,54450,UZS,54450,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0229,troynik-perehodnik-110x40x110,Тройник переходник 110x40x110,Тройник переходник,110x40x110,Размер,20,dona,54450,UZS,54450,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0230,troynik-perehodnik-110x50x110,Тройник переходник 110x50x110,Тройник переходник,110x50x110,Размер,24,dona,54450,UZS,54450,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0231,troynik-perehodnik-110x63x110,Тройник переходник 110x63x110,Тройник переходник,110x63x110,Размер,24,dona,54450,UZS,54450,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0232,troynik-perehodnik-110x75x110,Тройник переходник 110x75x110,Тройник переходник,110x75x110,Размер,20,dona,54450,UZS,54450,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0233,troynik-perehodnik-110x90x110,Тройник переходник 110x90x110,Тройник переходник,110x90x110,Размер,16,dona,54450,UZS,54450,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0234,troynik-perehodnik-125x110x125,Тройник переходник 125x110x125,Тройник переходник,125x110x125,Размер,14,dona,90750,UZS,90750,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0235,troynik-perehodnik-140x110x140,Тройник переходник 140x110x140,Тройник переходник,140x110x140,Размер,12,dona,114950,UZS,114950,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0236,troynik-perehodnik-140x125x140,Тройник переходник 140x125x140,Тройник переходник,140x125x140,Размер,12,dona,127050,UZS,127050,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0237,troynik-perehodnik-160x90x160,Тройник переходник 160x90x160,Тройник переходник,160x90x160,Размер,10,dona,108900,UZS,108900,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0238,troynik-perehodnik-160x110x160,Тройник переходник 160x110x160,Тройник переходник,160x110x160,Размер,10,dona,108900,UZS,108900,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0239,troynik-perehodnik-180x110x180,Тройник переходник 180x110x180,Тройник переходник,180x110x180,Размер,6,dona,205700,UZS,205700,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0240,troynik-perehodnik-180x125x180,Тройник переходник 180x125x180,Тройник переходник,180x125x180,Размер,5,dona,254100,UZS,254100,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0241,troynik-perehodnik-180x140x180,Тройник переходник 180x140x180,Тройник переходник,180x140x180,Размер,5,dona,254100,UZS,254100,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0242,troynik-perehodnik-180x160x180,Тройник переходник 180x160x180,Тройник переходник,180x160x180,Размер,5,dona,278300,UZS,278300,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0243,troynik-perehodnik-200x90x200,Тройник переходник 200x90x200,Тройник переходник,200x90x200,Размер,8,dona,193600,UZS,193600,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0244,troynik-perehodnik-200x110x200,Тройник переходник 200x110x200,Тройник переходник,200x110x200,Размер,6,dona,199650,UZS,199650,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0245,troynik-perehodnik-200x125x200,Тройник переходник 200x125x200,Тройник переходник,200x125x200,Размер,5,dona,290400,UZS,290400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0246,troynik-perehodnik-200x140x200,Тройник переходник 200x140x200,Тройник переходник,200x140x200,Размер,5,dona,290400,UZS,290400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0247,troynik-perehodnik-200x160x200,Тройник переходник 200x160x200,Тройник переходник,200x160x200,Размер,5,dona,290400,UZS,290400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0248,troynik-perehodnik-250x110x250,Тройник переходник 250x110x250,Тройник переходник,250x110x250,Размер,3,dona,423500,UZS,423500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0249,troynik-perehodnik-250x160x250,Тройник переходник 250x160x250,Тройник переходник,250x160x250,Размер,3,dona,484000,UZS,484000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0250,troynik-perehodnik-250x200x250,Тройник переходник 250x200x250,Тройник переходник,250x200x250,Размер,3,dona,544500,UZS,544500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0251,troynik-perehodnik-315x110x315,Тройник переходник 315x110x315,Тройник переходник,315x110x315,Размер,12,dona,556600,UZS,556600,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0252,troynik-perehodnik-315x160x315,Тройник переходник 315x160x315,Тройник переходник,315x160x315,Размер,9,dona,786500,UZS,786500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0253,troynik-perehodnik-315x200x315,Тройник переходник 315x200x315,Тройник переходник,315x200x315,Размер,9,dona,907500,UZS,907500,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0254,troynik-perehodnik-315x250x315,Тройник переходник 315x250x315,Тройник переходник,315x250x315,Размер,5,dona,1089000,UZS,1089000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0255,troynik-perehodnik-400x315x400,Тройник переходник 400x315x400,Тройник переходник,400x315x400,Размер,4,dona,3388000,UZS,3388000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0256,troynik-perehodnik-500x400x500,Тройник переходник 500x400x500,Тройник переходник,500x400x500,Размер,2,dona,4840000,UZS,4840000,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0257,krestovina-50x50,Крестовина 50x50,Крестовина,50x50,Размер,110,dona,30250,UZS,30250,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0258,krestovina-63x63,Крестовина 63x63,Крестовина,63x63,Размер,100,dona,42350,UZS,42350,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0259,krestovina-75x75,Крестовина 75x75,Крестовина,75x75,Размер,25,dona,48400,UZS,48400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0260,krestovina-90x90,Крестовина 90x90,Крестовина,90x90,Размер,10,dona,72600,UZS,72600,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0261,krestovina-110x110,Крестовина 110x110,Крестовина,110x110,Размер,12,dona,133100,UZS,133100,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0262,krestovina-160x160,Крестовина 160x160,Крестовина,160x160,Размер,6,dona,290400,UZS,290400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0263,krestovina-200x200,Крестовина 200x200,Крестовина,200x200,Размер,4,dona,532400,UZS,532400,UZS,China,Truba va fitinglar,Фитинг полиэтиленовый,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0264,zadvizhka-chugunnaya-30ch39r-50-pn16-nevo,Задвижка чугунная 30ч39р 50 PN16 Nevo,Задвижка чугунная 30ч39р,50 PN16,Размер,,dona,326700,UZS,326700,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0265,zadvizhka-chugunnaya-30ch39r-65-pn16-nevo,Задвижка чугунная 30ч39р 65 PN16 Nevo,Задвижка чугунная 30ч39р,65 PN16,Размер,,dona,375100,UZS,375100,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0266,zadvizhka-chugunnaya-30ch39r-80-pn16-nevo,Задвижка чугунная 30ч39р 80 PN16 Nevo,Задвижка чугунная 30ч39р,80 PN16,Размер,,dona,435600,UZS,435600,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0267,zadvizhka-chugunnaya-30ch39r-100-pn16-nevo,Задвижка чугунная 30ч39р 100 PN16 Nevo,Задвижка чугунная 30ч39р,100 PN16,Размер,,dona,508200,UZS,508200,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0268,zadvizhka-chugunnaya-30ch39r-150-pn16-nevo,Задвижка чугунная 30ч39р 150 PN16 Nevo,Задвижка чугунная 30ч39р,150 PN16,Размер,,dona,907500,UZS,907500,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0269,zadvizhka-chugunnaya-30ch39r-200-pn16-nevo,Задвижка чугунная 30ч39р 200 PN16 Nevo,Задвижка чугунная 30ч39р,200 PN16,Размер,,dona,1573000,UZS,1573000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0270,zadvizhka-chugunnaya-30ch39r-250-pn16-nevo,Задвижка чугунная 30ч39р 250 PN16 Nevo,Задвижка чугунная 30ч39р,250 PN16,Размер,,dona,3025000,UZS,3025000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0271,zadvizhka-chugunnaya-30ch39r-300-pn16-nevo,Задвижка чугунная 30ч39р 300 PN16 Nevo,Задвижка чугунная 30ч39р,300 PN16,Размер,,dona,3751000,UZS,3751000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0272,zadvizhka-chugunnaya-30ch39r-400-pn16-nevo,Задвижка чугунная 30ч39р 400 PN16 Nevo,Задвижка чугунная 30ч39р,400 PN16,Размер,,dona,10285000,UZS,10285000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0273,zadvizhka-chugunnaya-30ch39r-500-pn16-nevo,Задвижка чугунная 30ч39р 500 PN16 Nevo,Задвижка чугунная 30ч39р,500 PN16,Размер,,dona,16335000,UZS,16335000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0274,zadvizhka-chugunnaya-30ch39r-630-pn16-elektroprivod-nevo,Задвижка чугунная 30ч39р 630 PN16 (электропривод) Nevo,Задвижка чугунная 30ч39р,630 PN16 (электропривод),Размер,,dona,26620000,UZS,26620000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0275,prokladka-dlya-zadvizhek-50-nevo,Прокладка для задвижек 50 Nevo,Прокладка для задвижек,50,Размер,,dona,4235,UZS,4235,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0276,prokladka-dlya-zadvizhek-65-nevo,Прокладка для задвижек 65 Nevo,Прокладка для задвижек,65,Размер,,dona,5445,UZS,5445,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0277,prokladka-dlya-zadvizhek-80-nevo,Прокладка для задвижек 80 Nevo,Прокладка для задвижек,80,Размер,,dona,6655,UZS,6655,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0278,prokladka-dlya-zadvizhek-100-nevo,Прокладка для задвижек 100 Nevo,Прокладка для задвижек,100,Размер,,dona,8470,UZS,8470,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0279,prokladka-dlya-zadvizhek-125-nevo,Прокладка для задвижек 125 Nevo,Прокладка для задвижек,125,Размер,,dona,9680,UZS,9680,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0280,prokladka-dlya-zadvizhek-150-nevo,Прокладка для задвижек 150 Nevo,Прокладка для задвижек,150,Размер,,dona,12100,UZS,12100,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0281,prokladka-dlya-zadvizhek-200-nevo,Прокладка для задвижек 200 Nevo,Прокладка для задвижек,200,Размер,,dona,16335,UZS,16335,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0282,prokladka-dlya-zadvizhek-250-nevo,Прокладка для задвижек 250 Nevo,Прокладка для задвижек,250,Размер,,dona,32670,UZS,32670,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0283,prokladka-dlya-zadvizhek-300-nevo,Прокладка для задвижек 300 Nevo,Прокладка для задвижек,300,Размер,,dona,39930,UZS,39930,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0284,prokladka-dlya-zadvizhek-400-nevo,Прокладка для задвижек 400 Nevo,Прокладка для задвижек,400,Размер,,dona,87120,UZS,87120,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0285,prokladka-dlya-zadvizhek-500-nevo,Прокладка для задвижек 500 Nevo,Прокладка для задвижек,500,Размер,,dona,108900,UZS,108900,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0286,zadvizhka-chugunnaya-30ch39r-eco-50-pn16-nevo,Задвижка чугунная 30ч39р ECO 50 PN16 Nevo,Задвижка чугунная 30ч39р ECO,50 PN16,Размер,,dona,290400,UZS,290400,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0287,zadvizhka-chugunnaya-30ch39r-eco-65-pn16-nevo,Задвижка чугунная 30ч39р ECO 65 PN16 Nevo,Задвижка чугунная 30ч39р ECO,65 PN16,Размер,,dona,338800,UZS,338800,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0288,zadvizhka-chugunnaya-30ch39r-eco-80-pn16-nevo,Задвижка чугунная 30ч39р ECO 80 PN16 Nevo,Задвижка чугунная 30ч39р ECO,80 PN16,Размер,,dona,375100,UZS,375100,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0289,zadvizhka-chugunnaya-30ch39r-eco-100-pn16-nevo,Задвижка чугунная 30ч39р ECO 100 PN16 Nevo,Задвижка чугунная 30ч39р ECO,100 PN16,Размер,,dona,435600,UZS,435600,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0290,zadvizhka-chugunnaya-30ch39r-eco-150-pn16-nevo,Задвижка чугунная 30ч39р ECO 150 PN16 Nevo,Задвижка чугунная 30ч39р ECO,150 PN16,Размер,,dona,822800,UZS,822800,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0291,zadvizhka-chugunnaya-30ch39r-latun-50-pn16-nevo,Задвижка чугунная 30ч39р Латунь 50 PN16 Nevo,Задвижка чугунная 30ч39р Латунь,50 PN16,Размер,,dona,411400,UZS,411400,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0292,zadvizhka-chugunnaya-30ch39r-latun-65-pn16-nevo,Задвижка чугунная 30ч39р Латунь 65 PN16 Nevo,Задвижка чугунная 30ч39р Латунь,65 PN16,Размер,,dona,484000,UZS,484000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0293,zadvizhka-chugunnaya-30ch39r-latun-80-pn16-nevo,Задвижка чугунная 30ч39р Латунь 80 PN16 Nevo,Задвижка чугунная 30ч39р Латунь,80 PN16,Размер,,dona,556600,UZS,556600,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0294,zadvizhka-chugunnaya-30ch39r-latun-100-pn16-nevo,Задвижка чугунная 30ч39р Латунь 100 PN16 Nevo,Задвижка чугунная 30ч39р Латунь,100 PN16,Размер,,dona,653400,UZS,653400,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0295,zadvizhka-stalnaya-30ch41nzh-50-pn16-nevo,Задвижка стальная 30ч41нж 50 PN16 Nevo,Задвижка стальная 30ч41нж,50 PN16,Размер,,dona,605000,UZS,605000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0296,zadvizhka-stalnaya-30ch41nzh-80-pn16-nevo,Задвижка стальная 30ч41нж 80 PN16 Nevo,Задвижка стальная 30ч41нж,80 PN16,Размер,,dona,968000,UZS,968000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0297,zadvizhka-stalnaya-30ch41nzh-100-pn16-nevo,Задвижка стальная 30ч41нж 100 PN16 Nevo,Задвижка стальная 30ч41нж,100 PN16,Размер,,dona,1210000,UZS,1210000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0298,zadvizhka-stalnaya-30ch41nzh-125-pn16-nevo,Задвижка стальная 30ч41нж 125 PN16 Nevo,Задвижка стальная 30ч41нж,125 PN16,Размер,,dona,1936000,UZS,1936000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0299,zadvizhka-stalnaya-30ch41nzh-150-pn16-nevo,Задвижка стальная 30ч41нж 150 PN16 Nevo,Задвижка стальная 30ч41нж,150 PN16,Размер,,dona,2178000,UZS,2178000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0300,zadvizhka-stalnaya-30ch41nzh-200-pn16-nevo,Задвижка стальная 30ч41нж 200 PN16 Nevo,Задвижка стальная 30ч41нж,200 PN16,Размер,,dona,3630000,UZS,3630000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0301,zadvizhka-stalnaya-30ch41nzh-250-pn16-nevo,Задвижка стальная 30ч41нж 250 PN16 Nevo,Задвижка стальная 30ч41нж,250 PN16,Размер,,dona,5445000,UZS,5445000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
NG-0302,zadvizhka-stalnaya-30ch41nzh-300-pn16-nevo,Задвижка стальная 30ч41нж 300 PN16 Nevo,Задвижка стальная 30ч41нж,300 PN16,Размер,,dona,7260000,UZS,7260000,UZS,Nevo,Zapor armatura,Запорная арматура,"OOO ""SANTEX MAKON""",2026-07-21,TRUE,FALSE
